Title,Company,Qualifications,Description,Location
Product Sales - Speciality Products Altair/Stratasys/SLM,DesignTech Systems Ltd.,BE/B.Tech,"- Pune. Product Sales - Speciality Products (Altair, Stratasys, SLM Location: PuneJob Code: A12161118Educational Qualification: B.Tech /B.E...",Pune
Android Developer,AEL Data Services LLP,Diploma,Sound Knowledge in Android framework Push Notifications Accounts Sync framework and Search concepts Proficient in using native UI...,Chennai
Helper,AKS Info Systems Pvt Ltd,Certificate Course (ITI),"Looking for CCTV helpers for installing CCTV camerasSalary : 8K - 9KLocation : pitampura, Delhi...",Delhi
Marketing Executive,AEL Data Services LLP,Diploma,Willing to work in MarketingFull of Fieldwork onlyNo fixed timingMandatory:- Laptop Android Mobile Two Wheeler Looking ...,Chennai
Product Sales - Synopsis,DesignTech Systems Ltd.,BCA,- Pune. Product Sales - SynopsisLocation: PuneJob Code: B0221118Educational Qualification: B.Tech /B.E./IT/CS BCA / MCAExperience: 2 - 6 ye...,Pune
Android Developer,HareKrushna Infotech,BE/B.Tech,"Fresher and Experience Both ApplyBasic knowledge of Android Languagec, c++, java, Android Language (Basic)Designing and developing advanced...",Surat
CAE Application Engineer,DesignTech Systems Ltd.,BE/B.Tech,- Delhi. CAE Application EngineerLocation: DelhiJob Code: J0102012019 Bond: 2 years MandatoryEducational Qualification: B.E. Mechanical or ...,Delhi
Application Engineer,FTD Infocom,ME/M.Tech,"A leader in product development solutions, FTD Infocom has helped manycompanies grow. We offer a wide range of services and solutions such ...",Bangalore
CAD Engineer,DesignTech Systems Ltd.,Certificate Course (ITI),- Gurgaon. CAD EngineerLocation: GurgaonJob Code: BBMAY11052019Educational Qualification: ITI in AutoCAD/Diploma Mechanical/BE MechanicalEx...,Gurgaon
Sales and Marketing Executive,Defantasia Pvt. Ltd.,Diploma,"Ltd. - Delhi,Faridabad,Gurgaon. Marketing executive
Marketing executives contribute to and develop integrated marketing campaigns. Tas...",Delhi
CARGO DEPARTMENT,AGRO Placement Ltd,12th Pass (HSE),WIDEN YOUR CAREER RELATE WITH CARGO DEPARTMENT -  FRESHER  APPLICABLE CARGO DEPARTMENTQualification-10th Pass &amp...,Asansol
Customer Support Executive,Swagan Business Solution Pvt Ltd,12th Pass (HSE),Looking for customer service executive for International BPO.Candidates having experience into BPO or are from Sales background will a plus...,Nasik
Electrical and Electronics Engineer,AVOTECH,Certificate Course (ITI),I have required person who has the following skills:Service Engineer having good Knowledge of electronics.Good Communication with satisfact...,Kanpur
Marketing Executive,Flowchar India Pvt ltd,BE/B.Tech,Looking for an experienced person in steel/ aluminium suffice Treatment Chemical for a multinational company product having an office ...,Anywhere in India
Back Office Executive,Megh trading company,B.Arch,"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Nagpur
Technical Editor,Scientific Publishing Services,BA,FULL-TIME DAY SHIFT (Non-Voice)Company: Scientific Publishing Services (P) Ltd.Experience: 0 to 1 yearsDesignation: Language EditorShift Ti...,Chennai
Massage Therapist,Arogyam Ayurveda,Diploma,Panchkarma  therapist required for our centre on salary + incentive basisNo food and accommodation will be providedCandidates can mail...,Delhi
Teacher,THE INDIAN PUBLIC SCHOOL,BA,THE INDIAN PUBLIC SCHOOL REQUIRES A HINDI AND COMPUTER TEACHER. ...,Patna
Customer Support Executive,Black And White Business Solutions Pvt Ltd,B.Com,"Hi dear applicant,Appear for multiple companies in one day for different job roles, get your educational documents to collect offer letter ...",Bangalore
International Technical Support with Satsun off Sal 4.5ctc,Black And White Business Solutions Pvt Ltd,B.Com,"5ctc Jobs in Black And White Business Solutions Pvt Ltd - Bangalore. Dear Aspirant,Openings for Technical Support Engineer.Walk -in with Res...",Bangalore
Recruitment Executive,Kudla Partners,M Phil / Ph.D,Supervising the recruiting team and reporting on its performance.Implement new sourcing methods.Excellent verbal and written communication ...,Mangalore
Field Sales Executive,Vidarbha Industries,10th Pass (SSC),"Job vacancy for field sales executive in Vidarbha Industries.Location- Nagpur, Ramtek, Saoner, Kanhan, Kamthi, Mauda, Bhandara.Education- 1...",Nagpur
Technical support Executive,Benchmark Email,BCA,Technical Support Executive:Experience required: Freshers to 1 year as Customer or Technical Support.Excellent English (Written and Spoken)...,Gurgaon
Service Technician,Jeeves,Certificate Course (ITI),Candidates should be involved in field work.Going to Consumer place and assemble/install TV/furniture/other appliances.Prior experience in ...,Ahmedabad
Technical Support Executive,Black And White Business Solutions Pvt Ltd,B.Com,"Dear Aspirant,Hiring for Technical Support Executive for Voice Process and Non Voice Process.One day Interview Process..ELIGIBLE ONLY...",Bangalore
Sales and Marketing Representative,Optical Company,12th Pass (HSE),Working as a part-time(10-12 hours per week) sales and marketing representative for a leading optical company.Responsibilities and DutiesWo...,Delhi
Sales/Marketing Executive,Jagdamba,12th Pass (HSE),we need a person for full time who can do marketing and sales in that only incentives will be given and if the target he ...,Panchkula
Ayurvedic doctor,Lordshire pvt ltd,BAMS,"An ayurvedic practitioner uses holistic techniques from India to help patients maintain a healthy life, eliminate impurities, reduce stress...",Bangalore
Wordpress developer,Thoughtful Minds Web Services Pvt. Ltd.,BE/B.Tech,"Ltd. - Jaipur. Job
Summary
We are seeking an experienced female WordPress
Developer responsible for both back-end and front-end developmen...",Jaipur
Jr Software engineer,Pinetech ITS,BE/B.Tech,Hiring Fresher for  Jr Software engineer positions for our infopark / Kinfra  Park office at thrissur. Candidate with good&n...,Thrissur
Marketing Manager,STALWART GYM,MBA/PGDM,Job Responsibilities:Accomplishes department objectives by managing staff; planning and evaluating department activities.Job Duties:Maintai...,Hyderabad
Front Office Executive,STALWART GYM,10th Pass (SSC),We are looking for a pleasant Front Desk Representative to undertake all receptionist and clerical duties at the desk of our main...,Hyderabad
Technical support Executive,Maxwell GeoSystems Ltd.,Any Graduate,- Kochi. Technical Support ExecutiveLocation : India-KochiExcellent understanding of product release methodologiesStrong system integration...,Kochi
PHP Programmer,Maxwell GeoSystems Ltd.,Any Post Graduate,- Kochi. PHP ProgrammerLocation : India-KochiExperiences and Skills Required :Expertise in MVC design patterns and object oriented PHP prog...,Kochi
Data Entry Operator,Maxwell GeoSystems Ltd.,Any Graduate,- Kochi. Data Entry OperatorLocation : India-KochiExperiences and Skills Required :Fast typing skillsExcellent knowledge of Microsoft Offic...,Kochi
Management trainee,DS MAX INTERNATIONAL,Diploma,Recruits for administration of one branch. You will get training 6 to 8 months after you will placed as trainee manager for a one bran...,Anantapur
Emergency Medical Officer,Krishna nursing home,BAMS,"Needed an emergency medical officer preferably female, bams, BHMS, in a nursing home in Jagdishpur, Amethi. The person will be on a sa...",Anywhere in India
Back Office Assistant,Hoppoo lifestyle India pvt ltd,10th Pass (SSC),"Main Job Tasks and Responsibilities
prepare, compile and sort documents for data entry
check source documents for accuracy
...",Kolkata
Angular JS developer,WebCodeGenie Technologie PVT LTD,BSc,Deep and proficient knowledge of Angular and commonly used modules based on extensive work experience. Strong proficiency with Javascr...,Ahmedabad
SEO Executive,CAknowledge.com,Any Post Graduate,"com - Jaipur. We are looking for an SEO Manager to coordinate SEO efforts, including on-site and off-site optimization, Backlink generation ...",Jaipur
CSA/GROUND STAFF,AVIATION CAREER ACADEMY,10th Pass (SSC),Need Freshers Candidate For Airport jobQualification - 10 passAge - 18 to 34Candidate should speak good English and HindiCandidate should B...,Bhubaneswar
Fashion Designer,Babsons Barn Fashion India Pvt. Ltd.,Any Graduate,"Ltd. - Delhi. Fashion Designer
Applicant should have Worked for Sports Wear / Active Wear /
Leisure Wear Brands Need Only to Apply. 
...",Delhi
Retail Marchendiser,Babsons Barn Fashion India Pvt. Ltd.,Any Graduate,"Ltd. - Delhi. Retail Marchendiser
Applicant from Apparel Industry should Only Apply. 
Skills & Qualification : 
Excellent K...",Delhi
Telecaller,NITS BPO,10th Pass (SSC),"Urgent
Opening for fresher in Domestic call centre. Must be able to read and write
Tamil. Salary 8 to 12 K Job timing 9 to 6...",Chennai
Inside Sales Executive,Marck & Care,Diploma,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Anywhere in India
ASP.NET MVC Developer,Prishusoft,BCA,"NET MVC Developer Jobs in Prishusoft - Ahmedabad. Dear Candidate, Greetings from Prishusoft Softwares.!We are having vacancy for ASP.NE...",Ahmedabad
Asst. Manager Digital sales,Mind map Consulting,Diploma,"Manager Digital Sales Jobs in Mind map Consulting - Hyderabad. Job Summary:Experience: 0 - 3 yearsSkills: Freshers, Acquisition ...",Hyderabad
IT Project Coordinator Trainee,Ensight Business Solutions Pvt. Ltd.,BCA,Ltd. - Ahmedabad. Opening: IT Project Coordinator Trainee We are looking for a dynamic IT Project Coordinator Trainee having below ski...,Ahmedabad
Digital Marketing Trainee,Ensight Business Solutions Pvt. Ltd.,B.Com,Ltd. - Ahmedabad. JOB TITLE : Digital Marketing Trainee / Search Engine Marketing TraineeJOB LOCATION : AHMEDABADWe are looking for Smart f...,Ahmedabad
Sous chef,Petoo-kinematic foodtech ltd,Certificate Course (ITI),"Hiring chef for petoo,a smart kitchen .He will be trained by our expert chef and posted to any outlet in and around bangalore.He ...",Bangalore
Accountant,Sooryaplacement,Any Graduate,"Any Degree freshers/ experienced, with computer knowledge, male or female can apply.Salary is depends on experience.Timing: 9 - 6.  &n...",Kochi
Software Developer,MGC,BE/B.Tech,"We are looking for a Junior software engineer.Skills : .net, MVC, c, c++, HTML, jqueryExperience : 0 to 1.5 year (Freshers can also apply)....",Junagadh
Software Developer,Vedant Web Development Pvt.Ltd,BCA,"Ltd - Chandrapur,Latur,Malegaon. Researching, designing, implementing and managing software programsTesting and evaluating new programsIdent...",Solapur
Sales Officer,TeamLease,Diploma,Job In Big Finance CompanyJob Location - Ahmedabad / Baroda Sales loan /FD / Insurance / Open market JobTarget but salary Is fixe...,Ahmedabad
Marketing Executive,Cioux Water,10th Pass (SSC),2 wheeler is mandatory.Mobile and bike allowances will be given.Candidates has to explain about our product to the clients.Candidates with ...,Hyderabad
Business Development Associate,Talentz India,B.Com,"Job Duties:
Identifies business opportunities by identifying prospects and evaluating their position in the industry; researchin...",Chennai
PHP Developer,Pofco Solution Consultancy Services Pvt. Ltd.,B.Com,Ltd. - Kolkata. We are looking for PHP Develper for our organization.Location- Lake Gardens(Near South City Mall)Experience- 2 to 5 yrs&nbs...,Kolkata
Education counsellor,The Calculus,Certificate Course (ITI),Need Dynamic candidates with good communication skills who are passionate to work and has the will to grow and earn good incentives.Counsel...,Anywhere in India
Sales and Marketing Executive,Hexagon Knowledge Centre,Diploma,Marketing executive for an educational institute.arranging the effective distribution of marketing materials;maintaining and updating custo...,Kochi
Outbound sales representative,IBoson Innovations,BBA/BBM,"We are in look out for result-oriented, energetic and passionate candidates who are interested to be a part of sales team.ResponsibilitiesW...",Thiruvananthapuram
C Developer,IBoson Innovations,BE/B.Tech,We are looking energetic Software Developers experienced in C++ and C# to be part of our technical team.  If you are a tech ...,Thiruvananthapuram
Inbound Sales Representative,IBoson Innovations,BBA/BBM,"We are looking for inside sales representative to join the sales team. Energetic, passionate and result-oriented candidates can apply for t...",Thiruvananthapuram
Business Development Executive,IBoson Innovations,BBA/BBM,Experience: 1 to 3 years (Software Sales/ Client Management)The candidate will be working on product sales and client communicationMust hav...,Thiruvananthapuram
PHP Developer,IBoson Innovations,BE/B.Tech,"We are looking energetic and experience
Software Developers to be part of our technical team.  If you are a tech savvy and responsible...",Thiruvananthapuram
Customer Care Executive,Kk ritz calltech pvt. ltd.,Diploma,ltd. - Kolkata. KK Ritz Call Tech Pvt Ltd is hiring a candidate for its BPO Segment.JOB ROLE- Taking outbound calls.Good command over ...,Kolkata
Javascript developer,Clementius,BE/B.Tech,Responsibilities and DutiesDelivering a complete front-end application with cross-browser compatibility and mobile platformEnsuring high pe...,Ahmedabad
Relationship Manager,Subham-de-labs,Any Graduate,To make Fresh Conversion/Renewal/Retention through calling & service.Candidates need to make cold calls for customers/clients.1-2 years...,Kolkata
Sitecore Developer,Infosys,BE/B.Tech,"Sitecore DeveloperRole Designation: Technology Analyst Educational Requirements: BE , MCA Service Line: Unit-IL-Di...",Thiruvananthapuram
Sitecore Developer,Infosys,BE/B.Tech,"Sitecore DeveloperRole Designation: Technology Analyst Educational Requirements: BE , MCA Service Line: Unit-IL-Di...",Pune
Sitecore Developer,Infosys,BE/B.Tech,"Sitecore DeveloperRole Designation: Technology Analyst Educational Requirements: BE , MCA Service Line: Unit-IL-Di...",Chennai
